bulletin,description,act_type_n1,grupo_muestreo
boa,"RESOLUCIÓN de 14 de noviembre de 2024, del Servicio Provincial de Zaragoza, relativo a la autorización administrativa previa y de construcción del proyecto planta solar fotovoltaica ""Torrubia"" de 500 kW en el término municipal de Muel. Expediente: G-Z-2023-157.",resolución,AAP_AAC
boe,"Anuncio de la Delegación Territorial de Economía, Hacienda, Fondos Europeos y de Industria, Energía y Minas en Sevilla, por la que se somete a trámite de audiencia a los interesados e información pública el procedimiento de autorización administrativa previa y de construcción y declaración, en concreto, de utilidad pública del proyecto de alta tensión denominado nueva subestación Puerto Sevilla, en el término municipal de Dos Hermanas (Sevilla).",anuncio,AAP_AAC
boja,"Anuncio de 4 de noviembre de 2024, de la Delegación Territorial de Economía, Hacienda, Fondos Europeos y de Industria, Energía y Minas en Sevilla, por el que se somete a trámite de audiencia e información pública por la que se solicita la modificación de la autorización administrativa previa y de construcción y la declaración en concreto de utilidad pública. (PP. 9966/2024).",anuncio,AAP_AAC
dog,"ACUERDO de 7 de febrero de 2025, del Departamento Territorial de A Coruña, por el que se somete a información pública la solicitud de otorgamiento de la autorización administrativa previa y de construcción y de declaración de utilidad pública, en concreto, de una instalación de distribución de energía eléctrica en el ayuntamiento de Ribeira (expediente IN407A 2022/220-1).",acuerdo,AAP_AAC
docm,"Corrección de errores de la Resolución de 01/02/2024, de la Dirección General de Transición Energética, sobre autorización administrativa previa y de construcción de la instalación solar fotovoltaica denominada Veredilla FV3, infraestructuras auxiliares y de evacuación (referencia: 2703/01552).",corrección_errores,AAP_AAC
dog,"RESOLUCIÓN de 13 de diciembre de 2024, de la Dirección General de Energías Renovables y Cambio Climático, por la que se otorga autorización administrativa previa y de construcción de una planta solar fotovoltaica que Villasán Renovables, S.L. promueve en el ayuntamiento de Friol (expediente LU-2022-03).",resolución,AAP_AAC
boa,"ANUNCIO del Servicio Provincial de Teruel del Departamento de Presidencia, Economía y Justicia, por el que se inicia de nuevo la información pública de la solicitud de autorización administrativa previa y de construcción, del proyecto ""Parque Eólico Monteagudo"" de 36 MW y su estudio de impacto ambiental, titular A50645480 Molinos del Ebro, SA.  Expediente G-T-2024-005.",anuncio,AAP_AAC
bocyl,"RESOLUCIÓN de 17 de diciembre de 2024, del Servicio Territorial de Industria, Comercio y Economía de Burgos, por la que se otorga autorización administrativa previa y de construcción al proyecto de línea subterránea de enlace entre la líneas aéreas a 13,2 kV «51-Covarrubias» de la S.T.R. «Lerma» y «61-Los Laras» de la S.T.R. «Salas Infantes», en los términos municipales de Covarrubias y Hortigüela (Burgos). Expte.: ATLI/29.253.",resolución,AAP_AAC
boa,"ANUNCIO del Servicio Provincial de Zaragoza, por el que se somete a información pública, la modificación de la autorización administrativa previa y de construcción, de la adenda del proyecto modificado 2 de la infraestructura de evacuación SET ""Arbequina"" y la línea aérea ""SET Arbequina - SET Almazara"", solicitado por la empresa Almalel Solar, SL.  Expedientes AT 2021/008.",anuncio,AAP_AAC
dog,"RESOLUCIÓN de 20 de febrero de 2025, del Departamento Territorial de A Coruña, por la que se concede la autorización administrativa previa y de construcción de una instalación de distribución eléctrica en el ayuntamiento de Ferrol (expediente IN407A 2024/073-1).",resolución,AAP_AAC
bopa,"Extracto de la Resolución de 30 de enero de 2025, de la Consejería de Transición Ecológica, Industria y Desarrollo Económico, por la que se pone fin al procedimiento de autorización administrativa previa y de construcción del parque eólico “Palancas”, expediente PE-53, concejos de Cudillero y Valdés. [Cód. 2025-00823]",extracto,AAP_AAC
dog,"RESOLUCIÓN de 14 de enero de 2025, del Departamento Territorial de Ourense, por la que se concede la autorización administrativa previa y de construcción y se declara, en concreto, de utilidad pública, a los efectos de la urgente ocupación, de una instalación eléctrica en el ayuntamiento de Avión (expediente IN407A 2024/112-3).",resolución,AAP_AAC
dog,"RESOLUCIÓN de 20 de febrero de 2025, del Departamento Territorial de A Coruña, por la que se acepta el desistimiento de la solicitud de autorización administrativa previa y de construcción y de la declaración de utilidad pública de una instalación eléctrica en el ayuntamiento de Arzúa (expediente IN407A 2024/045-1).",resolución,AAP_AAC
dogv,"RESOLUCIÓN de 25 de julio de 2024, de la Dirección General de Energía y Minas, de autorización administrativa previa y de construcción y aprobación del plan de desmantelamiento a Kirov Itg, SLU, de la central fotovoltaica «FV Morella Llacua», de 40,713 MW, ubicada en Morella, incluida la infraestructura de evacuación de uso exclusivo y la compartida con la central «FV Morella Llivis», constituida por la subestación ST Morella Solar 30/132 kV y la línea en 132 kV que la une con la existente ST Morella 132/400 kV, y se declara la utilidad pública de las líneas de evacuación. Exp. ATALFE/2020/43.",resolución,AAP_AAC
boja,"Acuerdo de 5 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Málaga, por el que se da publicidad a la autorización ambiental unificada otorgada para el proyecto que se cita, en el término municipal de Fuengirola (Málaga). (PP. 486/2025).",acuerdo,AAU
boja,"Acuerdo de 24 de febrero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Almería, por el que se da publicidad al informe vinculante de autorización ambiental unificada sobre la ejecución del proyecto que se cita, en el término municipal de Almería (Almería).",acuerdo,AAU
doe,"Resolución de 6 de marzo de 2025, de la Dirección General de Sostenibilidad, por la que se otorga autorización ambiental unificada para el proyecto de cebadero de terneros, cuya titular es 2015 Coto de Vera, SL, en el término municipal de Mérida.",resolución,AAU
bon,"RESOLUCIÓN 56E/2025, de 12 de febrero, del director del Servicio de Economía Circular e Innovación por la que se acepta parcialmente el cambio solicitado de las condiciones de funcionamiento establecidas en la autorización ambiental unificada de la instalación de fabricación de aros y bridas de acero, cuyo titular es Barranquesa Anchor Cages, SLU, ubicada en término municipal de Galar.",resolución,AAU
doe,"Anuncio de 31 de enero de 2025 por el que se pone a disposición del público la información relativa al procedimiento de solicitud de autorización ambiental unificada del proyecto de explotación porcina, promovido por Montemoheda, SL, en el término municipal de Guijo de Granadilla (Cáceres).",anuncio,AAU
boja,"Acuerdo de 18 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Granada, por el que se da publicidad a la resolución de modificación de la autorización ambiental unificada otorgada a proyecto de centro de almacenamiento y valorización de residuos no peligrosos y peligrosos, en el término municipal de Jerez del Marquesado (Granada).",acuerdo,AAU
boja,"Resolución de 11 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por la que se da publicidad a la resolución con la que se otorga autorización ambiental unificada simplificada en el término municipal de Barbate (Cádiz). (PP. 533/2025).",resolución,AAU
boja,"Acuerdo de 28 de enero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por el que se abre un periodo de información pública con el fin de obtener la modificación sustancial de la autorización ambiental unificada para el proyecto que se cita, en el término municipal de Tarifa, en la provincia de Cádiz.",acuerdo,AAU
bon,"RESOLUCIÓN 4E/2025, de 3 de enero, del director del Servicio de Economía Circular e Innovación por la que se acepta parcialmente el cambio solicitado de las condiciones de funcionamiento establecidas en la autorización ambiental unificada de la instalación de mecanizado de piezas metálicas, cuyo titular es Tiruña, SL, ubicada en término municipal de Orkoien, de forma que la instalación y el desarrollo de la actividad deberán cumplir las condiciones establecidas en el anejo de la presente resolución.",resolución,AAU
bon,"RESOLUCIÓN 74E/2025, de 25 de febrero, del director del Servicio de Economía Circular e Innovación por la que se deniega el cambio solicitado de las condiciones de funcionamiento establecidas en la autorización ambiental unificada de la instalación de fabricación de briquetas de hierro, de carburo de silicio y de aluminio, cuyo titular es José Larrañaga, SA, ubicada en término municipal de Leitza.",resolución,AAU
bon,"INFORMACIÓN PÚBLICA. Fase preceptiva del procedimiento de modificación sustancial de autorización ambiental unificada y evaluación de impacto ambiental ordinaria, promovido por Transportes Maitxene SL.",información_pública,AAU
doe,"Resolución de 23 de enero de 2025, de la Dirección General de Sostenibilidad, por la que se otorga la autorización ambiental unificada del proyecto de fábrica de productos de nutrición clínica, promovido por Vegenat Healthcare, SL, en el término municipal de Badajoz.",resolución,AAU
boja,"Acuerdo de 24 de enero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Granada, por el que se da publicidad a la resolución de autorización ambiental unificada de proyecto obras para la captación de aguas subterráneas mediante sondeo para uso domestico estacional, en el término municipal de Huéscar (Granada). (PP. 171/2025).",acuerdo,AAU
bon,"RESOLUCIÓN 11E/2025, de 8 de enero, del director del Servicio de Economía Circular e Innovación por la que se acepta el cambio solicitado de las condiciones de funcionamiento establecidas en la autorización ambiental unificada de la instalación de fabricación de pastillas de freno de ferrocarril, cuyo titular es Knorr-Bremse Pamplona SL, ubicada en término municipal de Pamplona / Iruña, de forma que la instalación y el desarrollo de la actividad deberán cumplir las condiciones establecidas en el anejo de la presente resolución.",resolución,AAU
